"HDR","FEC","8.0","Campaign Manager 360","1.0","",""
"F7N","C70002563","NATIONAL ASSOCIATION OF REALTORS","430 N MICHIGAN AVENUE","","CHICAGO","IL","60611    ","M","Q1","","","20120101","20120331","10508.02","Armstrong","William","","","","Treasurer","20120413"
"F76","C70002563","EC139DFBFE4F94F65B73","DM","","M","20120222","9399.54","P2012","","S","H2AL06035","Bachus","Spencer","","Rep.","","H","AL","06",""
"F76","C70002563","EE99A7C81EC254E9686A","DM","","M","20120222","650.00","P2012","","S","H2AL06035","Bachus","Spencer","","Rep.","","H","AL","06",""
"F76","C70002563","E4800F8DCBE194FAE855","DM","","M","20120222","458.48","P2012","","S","H2AL06035","Bachus","Spencer","","Rep.","","H","AL","06",""
